short_name,age,overall,potential,player_positions,position_group,market_value_eur,pace,shooting,passing,dribbling,defending,physic,age_potential_gap,is_at_peak,value_per_rating
J. Ward,26,67,68,"RWB, RM",DEF,1100000.0,83.0,54.0,63.0,68.0,55.0,53.0,1,0,16176.470588235294
J. Ward,32,74,74,RB,DEF,2900000.0,54.0,52.0,68.0,66.0,76.0,70.0,0,1,38666.666666666664
J. Ward-Prowse,27,81,81,CM,MID,27500000.0,59.0,73.0,86.0,77.0,67.0,73.0,0,1,335365.85365853657
J. Wareham,19,57,70,ST,ATT,400000.0,69.0,56.0,44.0,57.0,25.0,52.0,13,0,6896.551724137931
J. Warshawsky,17,52,68,GK,GK,170000.0,69.0,55.0,58.0,63.0,56.0,66.0,16,0,3207.5471698113206
J. Waterman,26,67,70,CB,DEF,1200000.0,44.0,32.0,52.0,53.0,66.0,73.0,3,0,17647.058823529413
J. Weberbauer,24,64,67,"RB, RM",DEF,750000.0,76.0,27.0,59.0,62.0,58.0,57.0,3,0,11538.461538461539
J. Weigl,26,79,80,"CM, CDM",MID,20500000.0,59.0,64.0,75.0,77.0,79.0,75.0,1,0,256250.0
J. Weir,20,64,74,"CM, CDM",MID,1300000.0,67.0,59.0,62.0,61.0,58.0,58.0,10,0,20000.0
J. Wells-Morrison,18,57,76,CM,MID,425000.0,56.0,48.0,56.0,58.0,51.0,59.0,19,0,7327.586206896552
J. Wendlinger,21,58,65,GK,GK,350000.0,69.0,55.0,58.0,63.0,56.0,66.0,7,0,5932.203389830508
J. Weyand,21,59,67,GK,GK,450000.0,69.0,55.0,58.0,63.0,56.0,66.0,8,0,7500.0
J. Whatmough,25,69,73,CB,DEF,1700000.0,62.0,26.0,48.0,56.0,68.0,80.0,4,0,24285.714285714286
J. White,19,59,74,"CAM, CM",MID,525000.0,67.0,54.0,58.0,58.0,51.0,57.0,15,0,8750.0
J. White,30,64,64,ST,ATT,575000.0,50.0,65.0,49.0,58.0,27.0,73.0,0,1,8846.153846153846
J. Whitworth,18,53,76,GK,GK,275000.0,69.0,55.0,58.0,63.0,56.0,66.0,23,0,5092.592592592592
J. Wieckhoff,21,62,70,"RB, RM",DEF,850000.0,75.0,44.0,55.0,61.0,56.0,58.0,8,0,13492.063492063493
J. Wießmeier,29,65,65,"RM, RWB, RB",MID,700000.0,73.0,59.0,60.0,67.0,58.0,63.0,0,1,10606.060606060606
J. Wildsmith,26,68,72,GK,GK,1300000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,18840.579710144928
J. Willems,28,72,72,"LB, LM, LWB",DEF,2100000.0,65.0,65.0,72.0,72.0,70.0,73.0,0,1,28767.12328767123
J. Williams,19,50,59,CM,MID,100000.0,63.0,50.0,48.0,51.0,39.0,51.0,9,0,1960.7843137254902
J. Williams,34,67,67,CB,DEF,325000.0,57.0,46.0,59.0,57.0,66.0,75.0,0,1,4779.411764705882
J. Williams,19,60,73,RWB,DEF,550000.0,73.0,28.0,49.0,57.0,56.0,59.0,13,0,9016.393442622952
J. Williams,28,64,64,"LW, CM",ATT,600000.0,68.0,58.0,63.0,68.0,53.0,47.0,0,1,9230.76923076923
J. Williams,22,67,72,RWB,DEF,1500000.0,75.0,45.0,57.0,65.0,64.0,66.0,5,0,22058.823529411766
J. Williams,25,70,73,"CDM, CM, CAM",MID,1900000.0,60.0,56.0,67.0,68.0,68.0,66.0,3,0,26760.563380281692
J. Willis,33,70,70,GK,GK,525000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,7394.366197183099
J. Willock,22,76,83,CM,MID,15000000.0,80.0,72.0,72.0,78.0,70.0,71.0,7,0,194805.1948051948
J. Wills,19,55,72,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,17,0,5357.142857142857
J. Wilson,23,57,61,RWB,DEF,220000.0,55.0,41.0,52.0,53.0,54.0,60.0,4,0,3793.103448275862
J. Wilson,33,67,67,CB,DEF,475000.0,63.0,38.0,51.0,51.0,67.0,76.0,0,1,6985.294117647059
J. Wilson,26,64,64,ST,ATT,650000.0,72.0,64.0,55.0,62.0,26.0,66.0,0,1,10000.0
J. Wilson-Esbrand,19,58,75,LB,DEF,500000.0,75.0,32.0,45.0,59.0,54.0,54.0,17,0,8474.57627118644
J. Wind,23,76,81,"ST, CF",ATT,11500000.0,66.0,74.0,70.0,74.0,36.0,80.0,5,0,149350.64935064936
J. Windass,28,69,69,"ST, CAM",ATT,1400000.0,85.0,68.0,65.0,73.0,35.0,63.0,0,1,20000.0
J. Wollacott,25,65,69,GK,GK,775000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,11742.424242424242
J. Woodiwiss,19,54,61,CB,DEF,190000.0,64.0,25.0,30.0,41.0,53.0,64.0,7,0,3454.5454545454545
J. Woods,21,53,61,ST,ATT,210000.0,78.0,51.0,42.0,54.0,19.0,51.0,8,0,3888.8888888888887
J. Wormleighton,18,58,75,RB,DEF,500000.0,65.0,35.0,51.0,55.0,54.0,52.0,17,0,8474.57627118644
J. Worrall,25,74,79,CB,DEF,5500000.0,54.0,25.0,51.0,45.0,75.0,77.0,5,0,73333.33333333333
J. Wosz,19,61,70,"CM, LWB, RWB",MID,700000.0,66.0,54.0,59.0,70.0,49.0,49.0,9,0,11290.322580645161
J. Wright,23,60,68,GK,GK,475000.0,69.0,55.0,58.0,63.0,56.0,66.0,8,0,7786.88524590164
J. Wright,27,65,66,"CB, RB",DEF,725000.0,39.0,34.0,51.0,55.0,65.0,74.0,1,0,10984.848484848484
J. Wrąbel,26,63,64,GK,GK,425000.0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,6640.625
J. Wulff,22,62,70,"CAM, CM",MID,900000.0,72.0,58.0,57.0,59.0,52.0,66.0,8,0,14285.714285714286
J. Wurtz,30,64,64,"CAM, ST",MID,575000.0,69.0,64.0,61.0,63.0,59.0,74.0,0,1,8846.153846153846
J. Yabur,23,65,69,"CM, CDM",MID,1000000.0,58.0,57.0,59.0,63.0,61.0,67.0,4,0,15151.515151515152
J. Yates,25,69,72,"ST, LW",ATT,1900000.0,78.0,68.0,56.0,69.0,29.0,68.0,3,0,27142.85714285714
J. Yeboah,22,65,73,"RM, LM",MID,1600000.0,86.0,55.0,53.0,69.0,26.0,57.0,8,0,24242.424242424244
J. Yli-Kokko,20,59,73,"CAM, CF",MID,550000.0,71.0,52.0,53.0,60.0,37.0,52.0,14,0,9166.666666666666
J. Young,36,68,68,GK,GK,130000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,1884.0579710144928
J. Young,22,52,61,"CB, CDM",DEF,170000.0,58.0,26.0,39.0,41.0,50.0,64.0,9,0,3207.5471698113206
J. Young,21,57,64,"CM, CDM",MID,325000.0,62.0,47.0,57.0,62.0,50.0,45.0,7,0,5603.448275862069
J. Young,20,60,67,ST,ATT,500000.0,78.0,60.0,42.0,59.0,24.0,62.0,7,0,8196.72131147541
J. Yueill,25,70,74,"CDM, CB, CM",MID,2000000.0,59.0,61.0,68.0,67.0,65.0,72.0,4,0,28169.014084507042
J. Yull,17,53,70,CAM,MID,230000.0,72.0,45.0,47.0,57.0,41.0,52.0,17,0,4259.259259259259
J. Yılmaz,17,57,74,GK,GK,350000.0,69.0,55.0,58.0,63.0,56.0,66.0,17,0,6034.482758620689
J. Zacaría,32,66,66,"LM, CM, LB",MID,675000.0,68.0,64.0,66.0,69.0,51.0,56.0,0,1,10074.626865671642
J. Zahmel,19,57,69,"RW, ST, LW",ATT,400000.0,77.0,57.0,55.0,57.0,23.0,51.0,12,0,6896.551724137931
J. Zampiery,32,62,62,RB,DEF,275000.0,57.0,33.0,55.0,51.0,58.0,54.0,0,1,4365.079365079365
J. Zapata,28,68,68,"ST, CAM",ATT,1200000.0,86.0,70.0,64.0,69.0,30.0,63.0,0,1,17391.304347826088
J. Zarza,20,62,69,"CAM, CF",MID,800000.0,60.0,56.0,63.0,67.0,41.0,57.0,7,0,12698.412698412698
J. Zelený,29,73,73,"LB, CB, LWB",DEF,2700000.0,74.0,61.0,65.0,70.0,72.0,75.0,0,1,36486.48648648649
J. Zemura,22,70,77,"LB, LWB",DEF,3100000.0,81.0,39.0,59.0,67.0,63.0,61.0,7,0,43661.971830985916
J. Zetterström,23,68,76,GK,GK,2300000.0,69.0,55.0,58.0,63.0,56.0,66.0,8,0,33333.333333333336
J. Zimmer,28,66,66,"RM, RWB, RB",MID,850000.0,80.0,59.0,61.0,68.0,59.0,66.0,0,1,12686.567164179105
J. Zirkzee,21,73,82,"ST, CAM",ATT,7000000.0,69.0,74.0,63.0,75.0,20.0,70.0,9,0,94594.5945945946
J. Zoet,31,71,71,GK,GK,1000000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,13888.888888888889
J. Zoherliana,23,53,58,RB,DEF,130000.0,62.0,32.0,41.0,48.0,50.0,61.0,5,0,2407.4074074074074
J. Zwischenbrugger,32,65,65,CB,DEF,475000.0,56.0,48.0,53.0,51.0,65.0,72.0,0,1,7196.969696969697
J. da Silva,21,59,66,"CB, LB",DEF,425000.0,67.0,25.0,38.0,37.0,60.0,65.0,7,0,7083.333333333333
J. de Boer,22,60,70,GK,GK,475000.0,69.0,55.0,58.0,63.0,56.0,66.0,10,0,7786.88524590164
J. de Guzmán,34,71,71,"CM, CDM, CAM",MID,875000.0,67.0,71.0,74.0,74.0,54.0,66.0,0,1,12152.777777777777
J. de Kamps,30,68,68,"CDM, CM",MID,1000000.0,67.0,47.0,56.0,65.0,66.0,76.0,0,1,14492.753623188406
J. de Lange,24,66,71,GK,GK,1000000.0,69.0,55.0,58.0,63.0,56.0,66.0,5,0,14925.373134328358
J. de Vries,20,61,75,"RW, ST",ATT,800000.0,82.0,57.0,58.0,61.0,26.0,51.0,14,0,12903.225806451614
J. de Wijs,27,72,74,CB,DEF,2500000.0,52.0,51.0,50.0,50.0,72.0,82.0,2,0,34246.57534246575
J. ter Heide,23,63,69,"CDM, RB",MID,700000.0,53.0,45.0,57.0,58.0,62.0,52.0,6,0,10937.5
J. van Aken,28,68,69,CB,DEF,1100000.0,61.0,34.0,56.0,61.0,67.0,69.0,1,0,15942.028985507246
J. van Hecke,22,71,78,CB,DEF,3500000.0,60.0,45.0,56.0,61.0,72.0,72.0,7,0,48611.11111111111
J. van Kaam,20,62,69,RB,DEF,750000.0,75.0,56.0,55.0,65.0,57.0,59.0,7,0,11904.761904761905
J. van Mullem,23,62,70,"CDM, CM",MID,825000.0,63.0,30.0,47.0,49.0,64.0,64.0,8,0,13095.238095238095
J. van den Bergh,35,66,66,"LB, CB",DEF,275000.0,67.0,39.0,59.0,58.0,65.0,65.0,0,1,4104.477611940299
J. van der Meer,20,62,70,"CB, RB",DEF,825000.0,56.0,24.0,36.0,40.0,64.0,68.0,8,0,13095.238095238095
J. van der Werff,23,68,76,"CB, RB",DEF,2500000.0,66.0,29.0,49.0,56.0,69.0,67.0,8,0,36231.884057971016
J. von Moos,21,62,76,"RW, ST, CAM",ATT,975000.0,81.0,59.0,50.0,64.0,25.0,63.0,14,0,15476.190476190477
J. Álvarez,27,67,67,"LM, LW, LB",MID,1100000.0,72.0,60.0,60.0,71.0,53.0,45.0,0,1,16176.470588235294
J. Álvarez,26,72,72,"RM, RW",MID,2600000.0,78.0,66.0,68.0,73.0,40.0,66.0,0,1,35616.438356164384
J. Álvarez,22,79,86,"ST, RW, LW",ATT,35000000.0,79.0,80.0,75.0,83.0,55.0,75.0,7,0,437500.0
J. Álvez,34,69,69,ST,ATT,675000.0,72.0,67.0,54.0,64.0,29.0,77.0,0,1,9642.857142857143
J. Ægidius,20,56,70,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,14,0,5263.1578947368425
J. Çelhaka,21,64,70,CDM,MID,875000.0,63.0,38.0,56.0,58.0,60.0,68.0,6,0,13461.538461538461
J. Þorsteinsson,23,69,75,LM,MID,2200000.0,80.0,61.0,62.0,72.0,40.0,72.0,6,0,31428.571428571428
J. Łabojko,24,64,70,CDM,MID,850000.0,69.0,39.0,55.0,61.0,65.0,68.0,6,0,13076.923076923076
J. Łukowski,26,65,66,"RM, ST",MID,850000.0,80.0,62.0,60.0,66.0,35.0,59.0,1,0,12878.787878787878
J. Šutalo,22,77,84,CB,DEF,20000000.0,78.0,29.0,59.0,69.0,78.0,78.0,7,0,256410.2564102564
J. Żubrowski,30,64,64,"CDM, CM",MID,500000.0,42.0,52.0,60.0,61.0,60.0,74.0,0,1,7692.307692307692
J. Žambůrek,21,61,70,"CM, RW",MID,725000.0,61.0,46.0,60.0,66.0,43.0,50.0,9,0,11693.548387096775
Jackson Crusso,22,65,65,"RW, LW",ATT,850000.0,74.0,56.0,59.0,72.0,22.0,47.0,0,1,12878.787878787878
Jacobo,25,66,67,"LM, RM, CAM",MID,1000000.0,75.0,66.0,62.0,70.0,33.0,49.0,1,0,14925.373134328358
Jadenilson Baia,34,67,67,"RWB, RB",DEF,375000.0,76.0,48.0,58.0,63.0,62.0,63.0,0,1,5514.705882352941
Jadsinho Mei,26,77,77,"CDM, CM",MID,10000000.0,58.0,61.0,65.0,58.0,72.0,79.0,0,1,128205.1282051282
Jadson,30,74,74,CB,DEF,3500000.0,67.0,36.0,45.0,54.0,75.0,79.0,0,1,46666.666666666664
Jadson Castrelo,26,68,68,"CDM, CM",MID,1200000.0,52.0,51.0,57.0,63.0,66.0,78.0,0,1,17391.304347826088
Jailson Caeiro,30,75,75,"RB, RM",DEF,4800000.0,70.0,53.0,63.0,72.0,74.0,69.0,0,1,63157.89473684211
Jailson Oliva,30,70,70,RB,DEF,1400000.0,81.0,38.0,58.0,69.0,67.0,57.0,0,1,19718.309859154928
Jaime Durán,21,57,67,GK,GK,325000.0,69.0,55.0,58.0,63.0,56.0,66.0,10,0,5603.448275862069
Jaime Romero,31,66,66,"RM, LM, ST",MID,700000.0,71.0,62.0,63.0,68.0,40.0,60.0,0,1,10447.76119402985
Jaime Seoane,25,73,78,"CM, CAM, CDM",MID,4400000.0,71.0,72.0,72.0,74.0,66.0,75.0,5,0,59459.45945945946
Jair,27,64,64,CM,MID,625000.0,78.0,58.0,62.0,67.0,57.0,69.0,0,1,9615.384615384615
Jair Amador,32,72,72,CB,DEF,1500000.0,66.0,29.0,48.0,46.0,71.0,83.0,0,1,20547.945205479453
Jair Tavares,21,61,70,"LM, CAM",MID,725000.0,83.0,57.0,54.0,60.0,25.0,56.0,9,0,11693.548387096775
Jairo,28,71,71,"LWB, LB, LM",DEF,1700000.0,89.0,66.0,66.0,71.0,63.0,57.0,0,1,23611.11111111111
Jairo Farnias,22,70,70,GK,GK,1400000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,19718.309859154928
Jairzinho Aníbal,30,76,76,"CDM, CM",MID,6500000.0,67.0,62.0,66.0,65.0,74.0,78.0,0,1,84415.58441558441
Jairão Zezé,22,71,71,"CAM, CM",MID,2200000.0,76.0,54.0,73.0,77.0,41.0,47.0,0,1,30555.555555555555
Jamiro Monteiro,28,74,74,"CM, CAM, LM",MID,4200000.0,75.0,63.0,73.0,78.0,64.0,75.0,0,1,56000.0
Jandro Orellana,21,62,71,"CDM, CM",MID,850000.0,61.0,43.0,60.0,63.0,59.0,51.0,9,0,13492.063492063493
Jang Ho Ik,28,66,66,"RB, CB, RWB",DEF,775000.0,79.0,48.0,56.0,63.0,62.0,70.0,0,1,11567.164179104477
Jang Hyeon Soo,30,74,74,CB,DEF,3500000.0,60.0,32.0,58.0,63.0,76.0,75.0,0,1,46666.666666666664
Jang Hyo Joon,22,54,63,"RB, LB, RM",DEF,230000.0,66.0,26.0,32.0,51.0,53.0,52.0,9,0,4181.818181818182
Jang Hyuk Jin,32,60,60,"CM, RM, LM",MID,190000.0,76.0,52.0,64.0,58.0,49.0,66.0,0,1,3114.754098360656
Jang Jae Woong,21,51,60,LW,ATT,130000.0,67.0,50.0,40.0,54.0,25.0,43.0,9,0,2500.0
Jang Seong Won,25,58,63,"RWB, RM",DEF,275000.0,71.0,46.0,50.0,56.0,49.0,62.0,5,0,4661.016949152542
Jang Yun Ho,25,61,63,"CM, CDM",MID,400000.0,57.0,55.0,61.0,60.0,53.0,61.0,2,0,6451.612903225807
Janio Bikel,27,69,71,"CDM, CM",MID,1500000.0,70.0,43.0,57.0,69.0,67.0,73.0,2,0,21428.571428571428
Jannick,23,60,69,CM,MID,550000.0,63.0,52.0,56.0,59.0,64.0,78.0,9,0,9016.393442622952
Jason,27,72,72,RM,MID,2500000.0,70.0,73.0,71.0,72.0,49.0,63.0,0,1,34246.57534246575
Jason Bardeira,22,78,78,ST,ATT,17000000.0,73.0,82.0,62.0,70.0,31.0,75.0,0,1,215189.8734177215
Jaume,31,74,74,GK,GK,2200000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,29333.333333333332
Jaume Costa,34,76,76,"LWB, LB",DEF,2800000.0,70.0,61.0,69.0,72.0,74.0,69.0,0,1,36363.63636363636
Jaume Cuéllar,20,66,78,"RM, LM",MID,2100000.0,77.0,67.0,59.0,69.0,26.0,53.0,12,0,31343.283582089553
Jaume Grau,25,71,78,"CDM, CM",MID,3400000.0,64.0,58.0,67.0,66.0,68.0,70.0,7,0,47222.22222222222
Javi Alonso,23,67,72,CDM,MID,1400000.0,53.0,51.0,66.0,64.0,61.0,71.0,5,0,20588.235294117647
Javi Cueto,21,63,73,ST,ATT,1100000.0,67.0,64.0,50.0,63.0,25.0,71.0,10,0,17187.5
Javi Díaz,25,65,71,GK,GK,875000.0,69.0,55.0,58.0,63.0,56.0,66.0,6,0,13257.575757575758
Javi Galán,27,80,80,LB,DEF,20500000.0,78.0,55.0,74.0,82.0,75.0,71.0,0,1,253086.41975308643
Javi Garrido,18,59,79,GK,GK,550000.0,69.0,55.0,58.0,63.0,56.0,66.0,20,0,9166.666666666666
Javi Guerra,19,62,78,CM,MID,1000000.0,59.0,54.0,63.0,62.0,53.0,58.0,16,0,15873.015873015873
Javi Gómez,23,64,73,"LM, CAM, RM",MID,1300000.0,73.0,64.0,61.0,68.0,28.0,41.0,9,0,20000.0
Javi Hernández,33,67,67,"CAM, CF, LM",MID,625000.0,67.0,68.0,67.0,67.0,45.0,63.0,0,1,9191.176470588236
Javi Hernández,21,62,72,CB,DEF,825000.0,59.0,30.0,41.0,50.0,62.0,66.0,10,0,13095.238095238095
Javi Hernández,24,69,75,"LB, CB",DEF,2100000.0,65.0,50.0,64.0,65.0,67.0,72.0,6,0,30000.0
Javi Jiménez,25,62,69,CB,DEF,725000.0,61.0,30.0,50.0,45.0,66.0,47.0,7,0,11507.936507936507
Javi Jiménez,26,65,66,"LB, LWB",DEF,775000.0,84.0,35.0,59.0,67.0,58.0,72.0,1,0,11742.424242424242
Javi Llabrés,20,65,80,"LM, RM",MID,1700000.0,82.0,60.0,57.0,68.0,31.0,49.0,15,0,25757.575757575756
Javi López,36,71,71,RB,DEF,425000.0,66.0,52.0,68.0,67.0,66.0,75.0,0,1,5902.777777777777
Javi López,20,68,78,LB,DEF,2500000.0,70.0,28.0,53.0,57.0,67.0,64.0,10,0,36231.884057971016
Javi Martínez,22,70,79,"CM, RM",MID,3600000.0,66.0,63.0,63.0,70.0,57.0,67.0,9,0,50704.22535211268
Javi Mier,23,66,74,"CM, ST, CAM",MID,1900000.0,71.0,64.0,66.0,68.0,63.0,68.0,8,0,28358.20895522388
Javi Moreno,22,61,71,"CB, RB",DEF,700000.0,69.0,34.0,47.0,53.0,61.0,67.0,10,0,11290.322580645161
Javi Muñoz,27,69,70,"CDM, CM, CAM",MID,1400000.0,69.0,63.0,68.0,70.0,62.0,67.0,1,0,20000.0
Javi Pérez,26,65,68,"CDM, CM, CAM",MID,850000.0,45.0,62.0,59.0,60.0,63.0,68.0,3,0,12878.787878787878
Javi Rubio,23,63,70,"RB, RM",DEF,925000.0,73.0,47.0,55.0,58.0,55.0,68.0,7,0,14453.125
Javi Serrano,19,64,80,"CDM, CM",MID,1400000.0,69.0,56.0,60.0,63.0,59.0,62.0,16,0,21538.46153846154
Javi Siverio,24,64,69,ST,ATT,900000.0,61.0,65.0,49.0,62.0,26.0,65.0,5,0,13846.153846153846
Javi Sánchez,25,74,79,CB,DEF,5500000.0,67.0,54.0,56.0,59.0,73.0,76.0,5,0,73333.33333333333
Javi Vázquez,21,64,74,"LB, LM",DEF,1300000.0,73.0,35.0,53.0,58.0,60.0,58.0,10,0,20000.0
Javier Izquierdo,21,63,74,GK,GK,925000.0,69.0,55.0,58.0,63.0,56.0,66.0,11,0,14453.125
Jean,26,75,78,GK,GK,5500000.0,69.0,55.0,58.0,63.0,56.0,66.0,3,0,72368.42105263157
Jean Carlos,27,64,65,"LB, LWB",DEF,625000.0,71.0,46.0,60.0,61.0,56.0,69.0,1,0,9615.384615384615
Jean Carlos,26,67,68,RM,MID,1200000.0,84.0,60.0,63.0,64.0,45.0,63.0,1,0,17647.058823529413
Jean Lucas,24,74,79,"CM, CDM, CAM",MID,6500000.0,74.0,68.0,73.0,74.0,68.0,72.0,5,0,86666.66666666667
Jean Mota,28,70,70,"CM, CDM",MID,1600000.0,72.0,64.0,72.0,72.0,58.0,59.0,0,1,22535.211267605635
Jeffmeirson,30,73,73,LB,DEF,2600000.0,72.0,50.0,69.0,60.0,72.0,74.0,0,1,35135.13513513513
Jefté,28,69,69,ST,ATT,1400000.0,70.0,68.0,61.0,68.0,32.0,72.0,0,1,20000.0
Jeimes Menezes,21,63,73,GK,GK,925000.0,69.0,55.0,58.0,63.0,56.0,66.0,10,0,14453.125
Jeon Jin Woo,22,65,71,"LW, ST, CM",ATT,1100000.0,83.0,61.0,54.0,67.0,28.0,53.0,6,0,16666.666666666668
Jeon Sung Soo,21,55,66,"ST, LW, LM",ATT,275000.0,63.0,54.0,38.0,55.0,19.0,59.0,11,0,4910.714285714285
Jeong Chi In,24,59,64,"ST, LW",ATT,350000.0,74.0,56.0,44.0,58.0,26.0,60.0,5,0,5833.333333333333
Jeong Dong Ho,32,65,65,"RWB, RB",DEF,500000.0,69.0,27.0,56.0,63.0,61.0,63.0,0,1,7575.757575757576
Jeong Han Min,21,55,66,"LM, LW",MID,275000.0,68.0,58.0,43.0,57.0,27.0,57.0,11,0,4910.714285714285
Jeong Ho Jin,22,59,66,"CDM, CB, CM",MID,425000.0,62.0,39.0,54.0,56.0,56.0,61.0,7,0,7083.333333333333
Jeong Hyuk,36,59,59,"CM, CDM",MID,80000.0,48.0,55.0,63.0,60.0,57.0,60.0,0,1,1333.3333333333333
Jeong Hyun Cheol,29,65,65,"CDM, CB, CM",MID,600000.0,47.0,52.0,59.0,58.0,60.0,72.0,0,1,9090.90909090909
Jeong Jae Hee,28,67,67,"RM, RW",MID,1000000.0,89.0,63.0,57.0,68.0,47.0,65.0,0,1,14705.882352941177
Jeong Jae Yong,31,67,67,"CDM, CM",MID,725000.0,48.0,62.0,61.0,61.0,63.0,78.0,0,1,10661.764705882353
Jeong Min Ki,26,61,66,GK,GK,375000.0,69.0,55.0,58.0,63.0,56.0,66.0,5,0,6048.387096774193
Jeong Myeong Jae,20,53,70,GK,GK,220000.0,69.0,55.0,58.0,63.0,56.0,66.0,17,0,4074.074074074074
Jeong Sang Bin,20,64,80,ST,ATT,1500000.0,84.0,60.0,56.0,67.0,24.0,65.0,16,0,23076.923076923078
Jeong Seung Hyun,28,72,74,CB,DEF,2400000.0,43.0,29.0,52.0,43.0,71.0,81.0,2,0,32876.71232876712
Jeong Seung Won,25,66,69,"CM, RM",MID,1100000.0,70.0,59.0,64.0,66.0,61.0,72.0,3,0,16417.910447761195
Jeong Tae Wook,25,70,77,CB,DEF,2900000.0,54.0,31.0,48.0,45.0,69.0,78.0,7,0,40845.07042253521
Jeong Woo Jae,30,68,68,"LWB, LM",DEF,1000000.0,75.0,60.0,61.0,67.0,63.0,71.0,0,1,14492.753623188406
Jeong Woo Yeong,22,72,77,"CAM, CF",MID,3600000.0,80.0,63.0,66.0,77.0,36.0,63.0,5,0,49315.068493150684
Jeong Woon,33,69,69,"CB, LB",DEF,675000.0,75.0,57.0,65.0,65.0,69.0,73.0,0,1,9642.857142857143
Jeremy,22,62,73,LB,DEF,850000.0,76.0,46.0,51.0,58.0,57.0,64.0,11,0,13492.063492063493
Jessé Ledeiro,22,71,71,"CAM, CF",MID,2200000.0,69.0,63.0,73.0,72.0,37.0,56.0,0,1,30555.555555555555
Jesus Andradaldo,30,75,75,RB,DEF,4800000.0,71.0,46.0,67.0,73.0,75.0,72.0,0,1,63157.89473684211
Jesé,29,72,72,"LM, ST, RM",MID,2300000.0,75.0,71.0,69.0,73.0,25.0,67.0,0,1,31506.84931506849
Jesús Bueno,23,66,72,"CDM, CM",MID,1200000.0,60.0,50.0,62.0,60.0,64.0,68.0,6,0,17910.44776119403
Jesús Fernández,34,63,63,GK,GK,80000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,1250.0
Jesús Fernández,22,59,67,"CB, CDM",DEF,475000.0,67.0,42.0,58.0,57.0,58.0,57.0,8,0,7916.666666666667
Jesús Imaz,31,70,70,"ST, CF, CAM",ATT,1300000.0,80.0,71.0,67.0,72.0,31.0,62.0,0,1,18309.859154929578
Jesús Jiménez,28,71,71,ST,ATT,1900000.0,80.0,71.0,65.0,73.0,37.0,69.0,0,1,26388.88888888889
Jesús López,19,60,72,GK,GK,500000.0,69.0,55.0,58.0,63.0,56.0,66.0,12,0,8196.72131147541
Jesús Navas,36,82,82,"RB, RM",DEF,7000000.0,83.0,68.0,81.0,81.0,77.0,56.0,0,1,84337.34939759035
Jesús Vázquez,19,71,82,"LB, LWB, LM",DEF,3900000.0,69.0,50.0,66.0,66.0,68.0,63.0,11,0,54166.666666666664
Jhonatan,31,71,71,GK,GK,1000000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,13888.888888888889
Ji Dong Won,31,59,59,"ST, LM",ATT,190000.0,56.0,61.0,59.0,58.0,40.0,58.0,0,1,3166.6666666666665
Ji Eon Hak,28,62,62,"CAM, CM",MID,400000.0,73.0,58.0,59.0,67.0,38.0,62.0,0,1,6349.206349206349
Ji Jiabao,19,50,63,GK,GK,100000.0,69.0,55.0,58.0,63.0,56.0,66.0,13,0,1960.7843137254902
Ji Xiang,32,70,70,"RB, RM",DEF,1100000.0,71.0,58.0,71.0,65.0,65.0,73.0,0,1,15492.957746478873
Jiang Guangtai,28,70,72,CB,DEF,1600000.0,82.0,34.0,47.0,59.0,69.0,78.0,2,0,22535.211267605635
Jiang Jihong,32,62,62,CB,DEF,250000.0,56.0,29.0,43.0,40.0,61.0,78.0,0,1,3968.253968253968
Jiang Shenglong,21,58,70,"CB, CDM, CM",DEF,475000.0,69.0,42.0,51.0,53.0,54.0,73.0,12,0,8050.847457627118
Jiang Zhe,33,62,62,"RWB, RB, CM",DEF,210000.0,43.0,50.0,57.0,60.0,62.0,72.0,0,1,3333.3333333333335
Jiang Zhipeng,33,66,66,"LB, LWB, LM",DEF,450000.0,66.0,59.0,66.0,65.0,63.0,59.0,0,1,6716.417910447762
Jimmy,25,66,69,"CM, CDM",MID,1100000.0,67.0,45.0,63.0,66.0,65.0,62.0,3,0,16417.910447761195
Jin Bo,29,53,53,"LM, LWB",MID,90000.0,67.0,54.0,44.0,58.0,35.0,63.0,0,1,1666.6666666666667
Jin Jingdao,29,68,68,"RM, CM",MID,1200000.0,76.0,57.0,64.0,67.0,66.0,66.0,0,1,17391.304347826088
Jin Pengxiang,32,61,61,"CB, RB",DEF,210000.0,63.0,35.0,53.0,57.0,59.0,72.0,0,1,3387.0967741935483
Jin Seong Wook,28,60,60,ST,ATT,250000.0,71.0,56.0,49.0,65.0,25.0,72.0,0,1,4098.360655737705
Jin Taiyan,32,64,64,"LB, RB",DEF,400000.0,71.0,38.0,57.0,61.0,61.0,65.0,0,1,6153.846153846154
